customer_id,signup_date,age,city,acquisition_channel,employment_type,monthly_income,active_lending_relationships,kyc_status,primary_product,total_transactions,total_transaction_amount,last_transaction_date,total_tickets,high_risk_tickets,days_since_last_transaction,churn,churn_probability,annual_revenue
CUST101158,,22.0,Pune,Referral,Gig Worker,73937.0,2,Verified,Bnpl,36,75987.24,2024-05-31,0,0,122.0,1,0.91,10200
CUST101159,,24.0,Ahmedabad,Affiliate,Salaried,72748.0,0,Verified,Personal Loan,38,72652.35,2024-10-30,1,0,-30.0,0,0.03,10200
CUST101160,,33.0,Mumbai,Affiliate,Salaried,30303.0,3,,Credit Card,3,2155.3,,2,1,,1,0.99,10200
CUST101161,,28.0,Mumbai,Paid Social,Student,12000.0,5,Verified,Fixed Deposit,13,31405.92,,2,1,,1,0.8,10200
CUST101162,2025-09-03,27.0,Chennai,Referral,Salaried,12000.0,0,Verified,Salary Account,35,110354.32,2025-07-27,1,0,-300.0,0,0.01,10200
CUST101163,,29.0,Pune,In-App Promo,Self-Employed,46957.0,0,Incomplete,Bnpl,13,29145.25,2024-10-31,1,1,-31.0,0,0.25,10200
CUST101164,,22.0,Mumbai,Referral,Self-Employed,102785.0,1,Pending,Savings Account,1,1571.82,,2,1,,1,0.95,10200
CUST101165,,26.0,Pune,Organic,,33243.0,2,Verified,Savings Account,18,31222.19,,2,0,,1,0.89,10200
CUST101166,2022-06-30,32.0,Chennai,In-App Promo,,78447.0,2,Pending,Credit Card,10,15102.99,2024-03-23,0,0,191.0,1,0.99,10200
CUST101167,,24.0,Mumbai,Paid Social,Student,55012.0,0,Verified,Savings Account,17,40886.92,2024-04-28,2,0,155.0,1,0.97,10200
CUST101168,,18.0,Mumbai,Affiliate,Self-Employed,81468.0,4,Verified,Credit Card,28,86851.09,2024-03-31,1,1,183.0,1,0.96,10200
CUST101169,,22.0,Hyderabad,In-App Promo,Self-Employed,48010.0,2,Pending,Personal Loan,52,155544.2,2024-04-27,0,0,156.0,1,1.0,10200
CUST101170,,32.0,Kolkata,In-App Promo,Student,12000.0,2,Verified,Fixed Deposit,20,74810.96,2025-02-27,1,0,-150.0,0,0.03,10200
CUST101171,,31.0,Mumbai,Referral,,58810.0,2,Verified,Fixed Deposit,6,15340.95,,2,0,,1,0.96,10200
CUST101172,,33.0,Mumbai,Affiliate,,58702.0,0,Verified,Savings Account,43,113827.13,2025-08-30,0,0,-334.0,0,0.0,10200
CUST101173,,36.0,Delhi,In-App Promo,,54863.0,2,Verified,Fixed Deposit,2,738.0600000000001,,3,2,,1,0.98,10200
CUST101174,,29.0,Hyderabad,Google Ads,Gig Worker,56150.0,2,Verified,Personal Loan,46,143112.62,2024-09-30,2,1,0.0,0,0.0,10200
CUST101175,,40.0,Chennai,Referral,,23860.0,2,Verified,Credit Card,42,101785.1,2025-10-25,1,0,-390.0,0,0.0,10200
CUST101176,,23.0,Chennai,In-App Promo,Gig Worker,45549.0,0,Verified,Bnpl,2,2276.37,,1,0,,1,0.95,10200
CUST101177,,24.0,Kolkata,Referral,Salaried,62178.0,1,Verified,Personal Loan,48,122616.14,2025-09-30,0,0,-365.0,0,0.0,10200
CUST101178,,38.0,Mumbai,Google Ads,Student,73028.0,0,Pending,Savings Account,16,36876.33,2024-08-30,0,0,31.0,0,0.03,10200
CUST101179,,20.0,Mumbai,Referral,Gig Worker,36053.0,0,Verified,Salary Account,7,20362.37,,3,2,,1,0.98,10200
CUST101180,2024-02-06,40.0,Hyderabad,Organic,Salaried,58357.0,5,Verified,Bnpl,5,8170.9,,0,0,,1,0.98,10200
CUST101181,,35.0,Chennai,Paid Social,,124149.0,0,Verified,Fixed Deposit,33,72349.72,2024-02-24,2,1,219.0,1,0.93,10200
CUST101182,,18.0,Mumbai,Referral,Student,76911.0,2,Verified,Personal Loan,34,79052.23,2024-08-31,2,0,30.0,0,0.01,10200
CUST101183,,19.0,Delhi,Paid Social,Gig Worker,54863.0,0,Verified,Bnpl,3,6619.77,2024-10-28,2,1,-28.0,0,0.24,10200
CUST101184,,25.0,Kolkata,Referral,,47799.0,0,Verified,Salary Account,12,27283.64,,0,0,,1,0.94,10200
CUST101185,,30.0,Mumbai,Referral,Student,61868.0,1,Verified,Salary Account,12,24353.15,,3,1,,1,0.93,10200
CUST101186,2024-08-10,41.0,Bengaluru,Referral,Gig Worker,63450.0,1,Verified,Savings Account,7,12066.1,,1,0,,1,0.95,10200
CUST101187,,24.0,Mumbai,Referral,Self-Employed,14184.0,2,Verified,Credit Card,43,114162.09,2024-07-31,2,1,61.0,0,0.02,10200
CUST101188,,21.0,Hyderabad,Referral,Salaried,83432.0,0,Verified,Bnpl,6,17667.23,2024-06-26,1,0,96.0,1,0.82,10200
CUST101189,,30.0,Mumbai,In-App Promo,Self-Employed,63165.0,2,,Fixed Deposit,7,21173.08,2025-08-29,3,1,-333.0,0,0.01,10200
CUST101190,,39.0,Pune,Affiliate,,81534.0,3,Pending,Savings Account,12,17120.079999999998,2024-04-26,4,1,157.0,1,0.85,10200
CUST101191,,30.0,Delhi,Paid Social,Salaried,82083.0,3,Incomplete,Personal Loan,13,30268.03,2025-03-30,0,0,-181.0,0,0.02,10200
CUST101192,2023-09-02,21.0,Mumbai,Affiliate,Student,66236.0,0,Verified,Personal Loan,10,21990.64,2024-12-31,2,1,-92.0,0,0.09,10200
CUST101193,,27.0,Ahmedabad,Referral,Gig Worker,12000.0,2,Verified,Savings Account,59,177410.01,2024-01-30,1,0,244.0,1,0.94,10200
CUST101194,,28.0,Delhi,Affiliate,Gig Worker,65411.0,0,Verified,Fixed Deposit,37,97457.59,2024-07-31,0,0,61.0,0,0.02,10200
CUST101195,2024-02-22,51.0,Mumbai,In-App Promo,Self-Employed,38945.0,1,Verified,Savings Account,46,105530.73,2024-07-31,1,1,61.0,0,0.01,10200
CUST101196,,32.0,Hyderabad,Affiliate,Gig Worker,32398.0,1,Verified,Fixed Deposit,23,60751.93,2024-05-28,1,0,125.0,1,1.0,10200
CUST101197,,36.0,Bengaluru,Affiliate,,23239.0,3,Verified,Savings Account,27,81437.31,2024-06-29,0,0,93.0,1,0.94,10200
CUST101198,,30.0,Pune,Affiliate,Self-Employed,40268.0,2,Verified,Salary Account,44,88434.73,2024-04-28,0,0,155.0,1,1.0,10200
CUST101199,2023-10-14,24.0,Mumbai,Organic,Gig Worker,28015.0,2,Verified,Fixed Deposit,15,26568.47,2025-08-30,0,0,-334.0,0,0.03,10200
CUST101200,,43.0,Pune,In-App Promo,Salaried,69351.0,1,Verified,Credit Card,12,39437.0,2025-06-28,1,1,-271.0,0,0.01,10200
CUST101201,,26.0,Chennai,Referral,,109100.0,0,Verified,Credit Card,59,164584.0,2024-06-30,3,0,92.0,1,0.95,10200
CUST101202,,35.0,Ahmedabad,Organic,Self-Employed,54863.0,1,Verified,Bnpl,44,117005.85,2024-10-31,0,0,-31.0,0,0.0,10200
CUST101203,2024-08-15,28.0,Pune,Paid Social,,51110.0,3,Verified,Fixed Deposit,49,138970.72,2024-06-30,0,0,92.0,1,1.0,10200
CUST101204,,22.0,Kolkata,Google Ads,Student,85750.0,2,Verified,Personal Loan,16,50726.2,2025-08-28,0,0,-332.0,0,0.02,10200
CUST101205,,42.0,Hyderabad,Google Ads,,40523.0,1,Incomplete,Credit Card,2,3767.13,,1,1,,1,0.99,10200
CUST101206,,36.0,Mumbai,Affiliate,Self-Employed,51575.0,0,Verified,Bnpl,59,469673.54,2024-02-27,0,0,216.0,1,0.97,10200
CUST101207,,32.0,Delhi,Affiliate,Student,30529.0,6,Verified,Fixed Deposit,15,41110.52,,1,0,,1,0.92,10200
CUST101208,,26.0,Pune,Referral,Gig Worker,50859.0,1,Verified,Credit Card,32,80076.87,2024-07-29,2,1,63.0,0,0.0,10200
CUST101209,,20.0,Chennai,In-App Promo,Self-Employed,55548.0,2,Verified,Bnpl,57,164548.03,2025-11-30,1,0,-426.0,0,0.01,10200
CUST101210,2024-10-27,21.0,Mumbai,Organic,Salaried,12816.0,0,Verified,Bnpl,21,60687.44,2024-10-29,3,0,-29.0,0,0.03,10200
CUST101211,2024-01-29,29.0,Delhi,Referral,,78998.0,1,Verified,Savings Account,37,109422.12,2025-08-28,1,0,-332.0,0,0.0,10200
CUST101212,,25.0,Ahmedabad,Referral,,103831.0,2,Pending,Personal Loan,54,156334.21,2024-08-31,0,0,30.0,0,0.03,10200
CUST101213,,32.0,Mumbai,In-App Promo,Student,67771.0,5,Verified,Bnpl,23,40668.85,2024-10-22,0,0,-22.0,0,0.07,10200
CUST101214,,30.0,Pune,Paid Social,Self-Employed,25117.0,2,,Bnpl,7,8116.17,2024-11-26,4,2,-57.0,0,0.14,10200
CUST101215,2024-02-29,18.0,Pune,Referral,Salaried,92259.0,1,Verified,Credit Card,20,56446.56,2025-11-30,0,0,-426.0,0,0.03,10200
CUST101216,,28.0,Pune,Paid Social,,54863.0,0,Verified,Credit Card,3,7510.5,,2,1,,1,0.99,10200
CUST101217,,24.0,Hyderabad,In-App Promo,,71911.0,0,Verified,Savings Account,41,273492.19,2025-11-29,1,1,-425.0,0,0.0,10200
CUST101218,,48.0,Pune,Paid Social,Self-Employed,84763.0,4,Verified,Salary Account,13,27646.62,2024-10-29,1,0,-29.0,0,0.1,10200
CUST101219,,18.0,Chennai,Paid Social,Gig Worker,77992.0,3,Verified,Fixed Deposit,21,85499.64,2025-10-24,1,1,-389.0,0,0.02,10200
CUST101220,,24.0,Kolkata,Affiliate,Salaried,56953.0,2,Verified,Personal Loan,8,26065.61,,2,0,,1,0.83,10200
CUST101221,,29.0,Pune,In-App Promo,Student,75097.0,0,Verified,Personal Loan,1,3533.03,,3,1,,1,0.95,10200
CUST101222,,30.0,Mumbai,Google Ads,,53108.0,1,Verified,Savings Account,4,9487.5,,0,0,,1,0.98,10200
CUST101223,,24.0,Delhi,Affiliate,,59313.0,5,Verified,Bnpl,22,59215.9,2024-05-28,1,0,125.0,1,0.98,10200
CUST101224,,35.0,Ahmedabad,In-App Promo,Student,92227.0,3,Verified,Bnpl,10,11409.27,,6,3,,1,0.97,10200
CUST101225,2025-05-31,30.0,Mumbai,Referral,Salaried,34218.0,2,Verified,Personal Loan,29,60438.79,2025-01-28,1,0,-120.0,0,0.0,10200
CUST101226,,34.0,Chennai,Paid Social,,69244.0,0,Incomplete,Bnpl,8,13627.63,2025-07-30,1,1,-303.0,0,0.03,10200
CUST101227,2025-01-06,35.0,Mumbai,Referral,Salaried,34661.0,0,Incomplete,Bnpl,40,112035.65,2024-03-29,0,0,185.0,1,0.98,10200
CUST101228,,34.0,Kolkata,Paid Social,,12000.0,2,Verified,Fixed Deposit,10,20491.51,2025-10-27,2,2,-392.0,0,0.01,10200
CUST101229,,32.0,Mumbai,Google Ads,,66816.0,1,Verified,Fixed Deposit,25,50213.98,2024-08-31,1,0,30.0,0,0.0,10200
CUST101230,,25.0,Pune,Organic,Self-Employed,44923.0,1,Verified,Bnpl,58,148109.35,2025-01-28,0,0,-120.0,0,0.0,10200
CUST101231,,20.0,Chennai,Organic,Salaried,54863.0,0,Verified,Bnpl,47,138378.91,2025-08-31,5,1,-335.0,0,0.04,10200
CUST101232,,37.0,Mumbai,Referral,Gig Worker,60195.0,1,Verified,Fixed Deposit,17,56740.52,2025-06-23,1,0,-266.0,0,0.01,10200
CUST101233,,28.0,Kolkata,Referral,Student,18764.0,0,Verified,Bnpl,51,132375.14,2025-08-29,1,0,-333.0,0,0.0,10200
CUST101234,2024-06-20,34.0,Ahmedabad,Affiliate,Self-Employed,65455.0,2,Verified,Fixed Deposit,31,433775.98,2025-01-31,1,0,-123.0,0,0.0,10200
CUST101235,,40.0,Mumbai,Paid Social,Student,41016.0,2,Incomplete,Salary Account,8,9280.62,2024-08-23,1,1,38.0,0,0.43,10200
CUST101236,,34.0,Delhi,Paid Social,,82533.0,3,Pending,Savings Account,42,102870.4,2024-12-31,1,0,-92.0,0,0.0,10200
CUST101237,,18.0,Ahmedabad,In-App Promo,Gig Worker,98668.0,5,Verified,Bnpl,33,97308.21,2025-07-31,1,0,-304.0,0,0.02,10200
CUST101238,,49.0,Mumbai,Referral,Self-Employed,77225.0,0,Verified,Bnpl,19,69770.1,2024-07-31,3,0,61.0,0,0.05,10200
CUST101239,,39.0,Bengaluru,Organic,Gig Worker,103383.0,0,Incomplete,Personal Loan,18,36284.7,,0,0,,1,0.87,10200
CUST101240,,32.0,Bengaluru,Paid Social,Gig Worker,54863.0,3,Verified,Credit Card,44,638220.7999999999,2025-02-27,0,0,-150.0,0,0.0,10200
CUST101241,,18.0,Bengaluru,Paid Social,Salaried,58306.0,2,Pending,Fixed Deposit,11,28673.48,2025-04-27,0,0,-209.0,0,0.0,10200
CUST101242,,30.0,Hyderabad,In-App Promo,Gig Worker,34875.0,0,Verified,Salary Account,7,20286.32,,2,0,,1,0.98,10200
CUST101243,,26.0,Pune,Paid Social,Self-Employed,41295.0,1,Verified,Credit Card,50,141004.61,2025-03-31,0,0,-182.0,0,0.0,10200
CUST101244,,29.0,Bengaluru,Organic,,40984.0,1,Verified,Savings Account,32,86963.45999999999,2025-07-30,0,0,-303.0,0,0.0,10200
CUST101245,,18.0,Bengaluru,Paid Social,Salaried,54863.0,3,Verified,Fixed Deposit,4,10706.15,2025-02-25,0,0,-148.0,0,0.02,10200
CUST101246,,31.0,Kolkata,Affiliate,Self-Employed,25708.0,0,Verified,Bnpl,27,67677.83,2024-02-25,2,2,218.0,1,1.0,10200
CUST101247,,32.0,Mumbai,Referral,Salaried,36636.0,2,Pending,Personal Loan,21,166323.08,2024-11-25,0,0,-56.0,0,0.04,10200
CUST101248,2025-05-21,32.0,Chennai,Organic,Student,80588.0,5,Verified,Personal Loan,48,450337.67,,0,0,,1,0.81,10200
CUST101249,,30.0,Hyderabad,Referral,Gig Worker,69909.0,0,Pending,Savings Account,21,70058.89,2025-11-30,0,0,-426.0,0,0.0,10200
CUST101250,2022-05-18,27.0,Ahmedabad,Referral,Student,49533.0,0,Pending,Fixed Deposit,5,10216.97,2024-04-27,2,1,156.0,1,0.96,10200
CUST101251,,18.0,Ahmedabad,Paid Social,Self-Employed,54863.0,1,Pending,Credit Card,13,27445.41,,1,1,,1,0.95,10200
CUST101252,,38.0,Chennai,Affiliate,Gig Worker,12000.0,0,Incomplete,Personal Loan,33,70378.37,2024-08-24,0,0,37.0,0,0.01,10200
CUST101253,2024-03-09,30.0,Ahmedabad,Paid Social,Gig Worker,99254.0,1,Incomplete,Bnpl,18,43856.29,2024-01-30,1,1,244.0,1,0.93,10200
CUST101254,,28.0,Mumbai,Referral,Student,53395.0,1,Pending,Bnpl,15,41551.08,2024-07-30,1,1,62.0,0,0.04,10200
CUST101255,2022-07-26,31.0,Pune,In-App Promo,,67685.0,2,Verified,Salary Account,49,242558.75,2024-06-30,0,0,92.0,1,0.99,10200
CUST101256,,23.0,Ahmedabad,Google Ads,Student,15060.0,0,Incomplete,Salary Account,6,10448.01,2025-10-31,3,1,-396.0,0,0.03,10200
CUST101257,,35.0,Bengaluru,Referral,Self-Employed,81004.0,1,Incomplete,Personal Loan,15,28761.56,2025-08-21,4,2,-325.0,0,0.05,10200
CUST101258,,37.0,Hyderabad,Paid Social,Salaried,53797.0,0,Verified,Credit Card,29,62742.52,2024-12-30,0,0,-91.0,0,0.01,10200
CUST101259,2024-11-03,23.0,Hyderabad,Organic,,22195.0,3,Pending,Salary Account,1,1359.67,2025-08-03,2,1,-307.0,0,0.05,10200
CUST101260,,31.0,Chennai,Paid Social,,56279.0,0,Verified,Salary Account,39,114643.64,2024-04-27,1,0,156.0,1,1.0,10200
CUST101261,,18.0,Chennai,Paid Social,Salaried,12446.0,6,Verified,Savings Account,58,545430.84,2025-11-27,0,0,-423.0,0,0.04,10200
CUST101262,2024-08-23,35.0,Mumbai,Referral,Student,41659.0,1,Verified,Credit Card,57,144344.5,2024-05-29,2,0,124.0,1,0.99,10200
CUST101263,,26.0,Mumbai,In-App Promo,Self-Employed,94978.0,2,Pending,Savings Account,6,8466.26,,3,1,,1,0.99,10200
CUST101264,,34.0,Mumbai,Referral,,66885.0,4,Pending,Personal Loan,8,26692.42,2024-07-31,5,1,61.0,0,0.16,10200
CUST101265,2024-01-18,32.0,Mumbai,Google Ads,,45843.0,0,,Salary Account,1,506.24,2025-10-01,3,3,-366.0,0,0.03,10200
CUST101266,2023-10-20,41.0,Pune,Paid Social,Student,12000.0,1,Verified,Bnpl,11,29616.28,2024-08-25,0,0,36.0,0,0.09,10200
CUST101267,,32.0,Chennai,Referral,Salaried,55155.0,0,Verified,Credit Card,41,70499.91,2025-05-31,1,0,-243.0,0,0.0,10200
CUST101268,,23.0,Mumbai,Google Ads,Salaried,54863.0,0,Verified,Savings Account,49,159428.55,2025-02-28,1,0,-151.0,0,0.01,10200
CUST101269,,41.0,Mumbai,Paid Social,,25781.0,1,Pending,Credit Card,18,44634.75,2025-02-25,2,1,-148.0,0,0.01,10200
CUST101270,,18.0,Kolkata,In-App Promo,Salaried,28717.0,2,Verified,Salary Account,10,27762.81,2024-08-31,3,2,30.0,0,0.13,10200
CUST101271,,21.0,Mumbai,Organic,Salaried,61588.0,1,Verified,Bnpl,34,87049.42,2024-08-30,0,0,31.0,0,0.01,10200
CUST101272,,47.0,Delhi,Affiliate,Gig Worker,94861.0,0,Verified,Personal Loan,44,111394.09,2024-06-29,0,0,93.0,1,0.96,10200
CUST101273,2023-01-09,40.0,Kolkata,Google Ads,Salaried,39397.0,2,Verified,Salary Account,5,11566.58,,0,0,,1,1.0,10200
CUST101274,,38.0,Mumbai,Organic,Gig Worker,28065.0,2,Verified,Personal Loan,8,15454.06,,1,0,,1,0.98,10200
CUST101275,,36.0,Kolkata,Paid Social,Student,75701.0,2,Verified,Personal Loan,49,110035.27,2024-04-30,1,1,153.0,1,0.97,10200
CUST101276,,22.0,Delhi,Affiliate,Gig Worker,54863.0,0,Verified,Personal Loan,29,81264.99,2025-11-29,1,0,-425.0,0,0.0,10200
CUST101277,2024-07-25,45.0,Mumbai,Referral,Salaried,18144.0,1,,Salary Account,57,170480.84,2025-07-29,0,0,-302.0,0,0.0,10200
CUST101278,,18.0,Delhi,Google Ads,Student,54192.0,3,Verified,Bnpl,1,2132.68,,3,2,,1,0.98,10200
CUST101279,,31.0,Mumbai,Organic,Self-Employed,45997.0,5,Verified,Fixed Deposit,14,14313.24,2025-03-31,0,0,-182.0,0,0.02,10200
CUST101280,,30.0,Ahmedabad,Referral,Student,22519.0,0,Verified,Salary Account,32,81170.39,2025-03-26,0,0,-177.0,0,0.01,10200
CUST101281,2023-07-25,37.0,Pune,Organic,Self-Employed,108014.0,1,Verified,Salary Account,52,130769.58,2024-07-26,0,0,66.0,0,0.02,10200
CUST101282,2023-09-07,38.0,Hyderabad,Affiliate,,56291.0,0,,Salary Account,18,55554.2,,2,2,,1,0.85,10200
CUST101283,,38.0,Pune,Affiliate,,59620.0,2,Verified,Credit Card,58,183451.61,2025-01-31,0,0,-123.0,0,0.0,10200
CUST101284,,28.0,Hyderabad,Organic,Self-Employed,87799.0,3,Verified,Personal Loan,10,42108.19,2024-08-21,2,0,40.0,0,0.11,10200
CUST101285,,32.0,Hyderabad,Google Ads,Salaried,75666.0,0,Verified,Salary Account,4,10489.61,2025-02-27,4,2,-150.0,0,0.01,10200
CUST101286,,24.0,Mumbai,Referral,Salaried,39042.0,0,Verified,Bnpl,57,150611.5,2025-11-29,1,0,-425.0,0,0.01,10200
CUST101287,,35.0,Ahmedabad,Paid Social,,12000.0,2,Verified,Fixed Deposit,38,53989.05,2024-10-29,1,0,-29.0,0,0.02,10200
CUST101288,,46.0,Bengaluru,Referral,Salaried,24427.0,0,Verified,Fixed Deposit,15,31164.13,2024-12-27,5,2,-88.0,0,0.13,10200
CUST101289,,19.0,Mumbai,Paid Social,,57353.0,0,Incomplete,Fixed Deposit,1,2603.57,,3,1,,1,0.95,10200
CUST101290,,40.0,Bengaluru,Paid Social,Student,45094.0,0,Incomplete,Fixed Deposit,19,53165.05,,0,0,,1,0.91,10200
CUST101291,,41.0,Pune,Paid Social,,84564.0,3,Verified,Savings Account,58,137597.92,2025-10-29,1,1,-394.0,0,0.0,10200
CUST101292,2025-04-24,49.0,Kolkata,Referral,,54863.0,2,Pending,Savings Account,19,42972.03,2024-09-24,2,1,6.0,0,0.06,10200
CUST101293,,34.0,Delhi,Organic,,59973.0,7,Verified,Credit Card,21,53557.39,2024-12-27,1,0,-88.0,0,0.07,10200
CUST101294,2024-06-03,23.0,Kolkata,Paid Social,,80178.0,4,Verified,Fixed Deposit,43,78627.28,2024-07-31,1,0,61.0,0,0.0,10200
CUST101295,,28.0,Mumbai,Referral,Student,66272.0,0,Verified,Fixed Deposit,6,8883.65,,0,0,,1,0.93,10200
CUST101296,,47.0,Pune,In-App Promo,Student,55017.0,0,Verified,Credit Card,16,39734.4,2024-11-30,3,0,-61.0,0,0.07,10200
CUST101297,2024-10-20,37.0,Ahmedabad,Organic,,74645.0,1,Verified,Salary Account,34,78181.23,2024-05-31,0,0,122.0,1,0.95,10200
CUST101298,,20.0,Delhi,Organic,Student,44619.0,6,Verified,Personal Loan,3,5181.27,2024-06-29,0,0,93.0,1,0.96,10200
CUST101299,,30.0,Bengaluru,Organic,Gig Worker,59688.0,1,Verified,Salary Account,45,491641.08,2024-12-26,0,0,-87.0,0,0.0,10200
CUST101300,2025-11-25,36.0,Ahmedabad,Affiliate,,73365.0,2,Verified,Bnpl,47,91697.79,2024-09-29,0,0,1.0,0,0.02,10200
CUST101301,,30.0,Bengaluru,Referral,Self-Employed,65423.0,0,Verified,Credit Card,28,84056.54,2025-11-29,0,0,-425.0,0,0.01,10200
CUST101302,,40.0,Pune,In-App Promo,Gig Worker,77366.0,2,Pending,Salary Account,40,106425.13,2025-09-25,1,1,-360.0,0,0.0,10200
CUST101303,2023-05-15,31.0,Pune,Organic,Self-Employed,18476.0,1,Verified,Personal Loan,30,202376.8,2024-10-27,1,0,-27.0,0,0.02,10200
CUST101304,,46.0,Hyderabad,Paid Social,,31302.0,3,Verified,Bnpl,7,19474.37,,4,2,,1,0.93,10200
CUST101305,,26.0,Pune,Affiliate,Student,19548.0,0,Pending,Salary Account,13,35928.200000000004,2024-08-24,6,1,37.0,0,0.14,10200
CUST101306,,35.0,Pune,In-App Promo,Self-Employed,54863.0,4,Pending,Bnpl,7,154763.21,2025-10-21,3,1,-386.0,0,0.02,10200
CUST101307,,41.0,Pune,Organic,Student,37681.0,4,Verified,Salary Account,9,37383.59,2024-08-29,3,2,32.0,0,0.15,10200
CUST101308,,28.0,Kolkata,Paid Social,Gig Worker,64251.0,5,Verified,Salary Account,17,390818.08,2025-08-29,0,0,-333.0,0,0.0,10200
CUST101309,,18.0,Chennai,In-App Promo,Self-Employed,26075.0,0,Verified,Personal Loan,38,109355.36,2024-02-27,3,1,216.0,1,1.0,10200
CUST101310,,23.0,Hyderabad,Paid Social,Self-Employed,54124.0,0,,Credit Card,19,43046.33,2024-06-28,0,0,94.0,1,0.95,10200
CUST101311,,38.0,Mumbai,Referral,,40325.0,4,,Bnpl,22,23776.51,2025-01-27,1,1,-119.0,0,0.02,10200
CUST101312,,37.0,Ahmedabad,Paid Social,Gig Worker,44221.0,4,Verified,Bnpl,10,32474.07,2024-12-31,2,0,-92.0,0,0.07,10200
CUST101313,,26.0,Delhi,Paid Social,Salaried,65580.0,2,Verified,Fixed Deposit,6,14172.91,,0,0,,1,0.99,10200
CUST101314,2024-10-20,32.0,Delhi,Google Ads,Self-Employed,64103.0,1,Verified,Personal Loan,19,64053.43,2025-05-28,0,0,-240.0,0,0.0,10200
CUST101315,,48.0,Pune,Organic,Student,55220.0,1,,Savings Account,5,14645.73,2025-05-23,1,0,-235.0,0,0.06,10200
CUST101316,2024-12-19,30.0,Ahmedabad,Referral,Salaried,36798.0,3,Verified,Savings Account,26,70305.61,2024-10-30,1,1,-30.0,0,0.01,10200
CUST101317,,29.0,Mumbai,Affiliate,,63516.0,2,Verified,Salary Account,45,87232.31,2025-10-30,0,0,-395.0,0,0.0,10200
CUST101318,,36.0,Mumbai,In-App Promo,Self-Employed,69760.0,5,Verified,Fixed Deposit,55,132521.91,2025-09-30,0,0,-365.0,0,0.02,10200
CUST101319,,37.0,Kolkata,Referral,Salaried,44343.0,0,Incomplete,Savings Account,26,80207.47,2024-11-30,0,0,-61.0,0,0.01,10200
CUST101320,,39.0,Mumbai,Google Ads,Gig Worker,76807.0,2,Verified,Bnpl,17,36733.46,2024-10-29,2,1,-29.0,0,0.07,10200
CUST101321,,35.0,Chennai,Referral,Salaried,45814.0,0,Verified,Salary Account,55,151828.19,2024-06-30,0,0,92.0,1,0.97,10200
CUST101322,2025-12-20,31.0,Hyderabad,Organic,Salaried,51243.0,1,Verified,Fixed Deposit,44,112081.8,2024-04-29,2,1,154.0,1,0.98,10200
CUST101323,,28.0,Ahmedabad,In-App Promo,,81249.0,0,Verified,Bnpl,13,27906.9,,2,2,,1,0.83,10200
CUST101324,2024-10-01,32.0,Pune,Paid Social,Student,85730.0,0,Incomplete,Savings Account,17,50867.67,2024-09-28,3,1,2.0,0,0.04,10200
CUST101325,2025-12-02,31.0,Kolkata,Paid Social,Gig Worker,100163.0,2,Verified,Fixed Deposit,11,40372.31,2025-09-26,1,1,-361.0,0,0.01,10200
CUST101326,,41.0,Mumbai,Organic,Student,51207.0,3,Incomplete,Salary Account,57,121958.05,2025-09-30,1,1,-365.0,0,0.0,10200
CUST101327,,26.0,Mumbai,Referral,Student,62867.0,3,Verified,Fixed Deposit,1,573.85,,0,0,,1,0.96,10200
CUST101328,,40.0,Mumbai,Organic,Gig Worker,81434.0,1,Incomplete,Savings Account,3,8378.56,,3,0,,1,0.94,10200
CUST101329,,33.0,Mumbai,Referral,Gig Worker,70205.0,0,Verified,Savings Account,29,66502.18,2024-11-26,0,0,-57.0,0,0.01,10200
CUST101330,,38.0,Delhi,Organic,Gig Worker,49431.0,0,Verified,Salary Account,13,42716.81,2025-08-30,1,1,-334.0,0,0.01,10200
CUST101331,,31.0,Pune,Affiliate,Student,59682.0,2,Verified,Credit Card,8,17544.25,2025-04-26,0,0,-208.0,0,0.02,10200
CUST101332,,23.0,Bengaluru,Paid Social,,54863.0,5,Verified,Credit Card,20,68852.38,2024-06-28,1,1,94.0,1,0.98,10200
CUST101333,,38.0,Mumbai,Paid Social,Gig Worker,36758.0,1,Verified,Fixed Deposit,47,107315.53,2025-07-31,0,0,-304.0,0,0.0,10200
CUST101334,,34.0,Kolkata,Affiliate,Student,55986.0,1,Verified,Salary Account,17,47792.48,2025-02-25,0,0,-148.0,0,0.0,10200
CUST101335,2023-01-13,20.0,Chennai,Referral,Gig Worker,23667.0,1,Verified,Credit Card,16,34610.74,2025-04-30,3,1,-212.0,0,0.04,10200
CUST101336,,39.0,Hyderabad,Organic,,51046.0,1,Verified,Savings Account,15,24103.49,2025-07-24,1,0,-297.0,0,0.0,10200
CUST101337,,21.0,Kolkata,Referral,Salaried,55610.0,7,Incomplete,Salary Account,15,34099.63,2025-10-26,1,0,-391.0,0,0.01,10200
CUST101338,,29.0,Hyderabad,Referral,Gig Worker,54863.0,2,Verified,Salary Account,8,24059.52,2025-03-31,2,2,-182.0,0,0.01,10200
CUST101339,,18.0,Chennai,Referral,Salaried,98646.0,1,Pending,Salary Account,52,115125.96,2024-01-31,2,1,243.0,1,0.99,10200
CUST101340,2024-01-29,26.0,Ahmedabad,Referral,,69568.0,3,Verified,Personal Loan,45,107520.94,2024-03-30,0,0,184.0,1,0.99,10200
CUST101341,2025-03-07,23.0,Mumbai,Organic,Gig Worker,100681.0,1,Verified,Credit Card,45,117054.3,2024-12-26,2,0,-87.0,0,0.0,10200
