customer_id_clean,will_churn,churn_probability_latent
CUST101100,1,0.5
CUST101101,1,0.6499999999999999
CUST101102,0,0.22
CUST101103,0,0.2
CUST101104,1,0.24
CUST101105,1,0.42
CUST101106,1,0.35000000000000003
CUST101107,0,0.2
CUST101108,1,0.12
CUST101109,0,0.2
CUST101110,0,0.45
CUST101111,0,0.47000000000000003
CUST101112,0,0.32
CUST101113,0,0.2
CUST101114,1,0.5
CUST101115,0,0.2
CUST101116,0,0.35000000000000003
CUST101117,0,0.35000000000000003
CUST101118,0,0.3
CUST101119,0,0.12
CUST101120,0,0.27
CUST101121,0,0.24
CUST101122,0,0.22
CUST101123,0,0.12
CUST101124,0,0.27
CUST101125,0,0.37
CUST101126,1,0.7499999999999999
CUST101127,1,0.3
CUST101128,0,0.2
CUST101129,0,0.12
CUST101130,0,0.3
CUST101131,1,0.42
CUST101132,0,0.2
CUST101133,1,0.45
CUST101134,0,0.27
CUST101135,1,0.12
CUST101136,0,0.32
CUST101137,1,0.3
CUST101138,0,0.27
CUST101139,0,0.2
CUST101140,1,0.32
CUST101141,0,0.2
CUST101142,0,0.2
CUST101143,0,0.33999999999999997
CUST101144,1,0.32
CUST101145,1,0.3
CUST101146,0,0.32
CUST101147,0,0.12
CUST101148,0,0.12
CUST101149,0,0.2
CUST101150,0,0.32
CUST101151,1,0.22
CUST101152,0,0.32
CUST101153,0,0.12
CUST101154,0,0.2
CUST101155,0,0.2
CUST101156,0,0.2
CUST101157,1,0.2
CUST101158,0,0.2
CUST101159,0,0.12
CUST101160,1,0.39
CUST101161,1,0.6
CUST101162,0,0.12
CUST101163,0,0.27
CUST101164,1,0.27
CUST101165,0,0.2
CUST101166,0,0.35000000000000003
CUST101167,0,0.3
CUST101168,0,0.24
CUST101169,0,0.27
CUST101170,0,0.2
CUST101171,1,0.2
CUST101172,0,0.2
CUST101173,1,0.2
CUST101174,0,0.2
CUST101175,0,0.2
CUST101176,1,0.2
CUST101177,0,0.12
CUST101178,0,0.35000000000000003
CUST101179,1,0.2
CUST101180,0,0.42
CUST101181,0,0.3
CUST101182,0,0.2
CUST101183,1,0.3
CUST101184,1,0.2
CUST101185,1,0.2
CUST101186,1,0.2
CUST101187,0,0.12
CUST101188,0,0.12
CUST101189,0,0.27
CUST101190,1,0.47000000000000003
CUST101191,1,0.49
CUST101192,1,0.2
CUST101193,0,0.2
CUST101194,0,0.2
CUST101195,0,0.12
CUST101196,0,0.2
CUST101197,0,0.32
CUST101198,0,0.12
CUST101199,0,0.2
CUST101200,0,0.12
CUST101201,0,0.2
CUST101202,0,0.12
CUST101203,0,0.42
CUST101204,0,0.2
CUST101205,0,0.35000000000000003
CUST101206,0,0.12
CUST101207,0,0.5
CUST101208,0,0.2
CUST101209,0,0.12
CUST101210,0,0.12
CUST101211,0,0.2
CUST101212,0,0.35000000000000003
CUST101213,1,0.5
CUST101214,1,0.37
CUST101215,0,0.12
CUST101216,1,0.3
CUST101217,0,0.2
CUST101218,0,0.33999999999999997
CUST101219,1,0.42
CUST101220,0,0.12
CUST101221,1,0.2
CUST101222,1,0.2
CUST101223,1,0.5
CUST101224,1,0.32
CUST101225,0,0.12
CUST101226,1,0.45
CUST101227,0,0.27
CUST101228,1,0.3
CUST101229,0,0.2
CUST101230,0,0.12
CUST101231,0,0.12
CUST101232,0,0.2
CUST101233,0,0.2
CUST101234,0,0.12
CUST101235,1,0.45
CUST101236,0,0.57
CUST101237,0,0.5
CUST101238,0,0.12
CUST101239,0,0.35000000000000003
CUST101240,0,0.42
CUST101241,0,0.37
CUST101242,1,0.2
CUST101243,0,0.22
CUST101244,0,0.2
CUST101245,1,0.33999999999999997
CUST101246,0,0.12
CUST101247,0,0.27
CUST101248,0,0.5
CUST101249,0,0.35000000000000003
CUST101250,1,0.35000000000000003
CUST101251,0,0.37
CUST101252,0,0.35000000000000003
CUST101253,1,0.45
CUST101254,1,0.35000000000000003
CUST101255,0,0.2
CUST101256,1,0.35000000000000003
CUST101257,1,0.27
CUST101258,0,0.22
CUST101259,1,0.47000000000000003
CUST101260,0,0.3
CUST101261,0,0.52
CUST101262,0,0.2
CUST101263,1,0.27
CUST101264,1,0.47000000000000003
CUST101265,1,0.35000000000000003
CUST101266,0,0.3
CUST101267,0,0.12
CUST101268,0,0.12
CUST101269,1,0.45
CUST101270,1,0.12
CUST101271,0,0.12
CUST101272,0,0.2
CUST101273,0,0.12
CUST101274,0,0.2
CUST101275,0,0.3
CUST101276,0,0.2
CUST101277,0,0.27
CUST101278,1,0.32
CUST101279,1,0.42
CUST101280,0,0.2
CUST101281,0,0.12
CUST101282,1,0.35000000000000003
CUST101283,0,0.2
CUST101284,0,0.24
CUST101285,1,0.12
CUST101286,0,0.12
CUST101287,0,0.3
CUST101288,1,0.12
CUST101289,1,0.45
CUST101290,1,0.45
CUST101291,0,0.42
CUST101292,1,0.35000000000000003
CUST101293,0,0.5
CUST101294,0,0.42
CUST101295,0,0.2
CUST101296,0,0.2
CUST101297,0,0.2
CUST101298,0,0.5
CUST101299,0,0.2
CUST101300,0,0.2
CUST101301,0,0.12
CUST101302,0,0.35000000000000003
CUST101303,0,0.12
CUST101304,1,0.42
CUST101305,1,0.35000000000000003
CUST101306,1,0.39
CUST101307,1,0.32
CUST101308,1,0.6
CUST101309,0,0.12
CUST101310,0,0.37
CUST101311,1,0.47000000000000003
CUST101312,0,0.42
CUST101313,0,0.22
CUST101314,0,0.12
CUST101315,0,0.35000000000000003
CUST101316,0,0.24
CUST101317,0,0.2
CUST101318,0,0.42
CUST101319,0,0.27
CUST101320,1,0.2
CUST101321,0,0.12
CUST101322,0,0.12
CUST101323,1,0.2
CUST101324,1,0.45
CUST101325,0,0.3
CUST101326,0,0.47000000000000003
CUST101327,1,0.32
CUST101328,1,0.35000000000000003
CUST101329,0,0.2
CUST101330,1,0.2
CUST101331,0,0.2
CUST101332,0,0.6
CUST101333,0,0.3
CUST101334,0,0.2
CUST101335,1,0.2
CUST101336,0,0.2
CUST101337,0,0.57
CUST101338,1,0.2
CUST101339,0,0.27
CUST101340,0,0.32
CUST101341,0,0.2
CUST101342,0,0.2
CUST101343,1,0.42
CUST101344,1,0.3
CUST101345,0,0.12
CUST101346,0,0.35000000000000003
CUST101347,0,0.5
CUST101348,1,0.35000000000000003
CUST101349,0,0.3
CUST101350,0,0.2
CUST101351,0,0.32
CUST101352,0,0.45
CUST101353,0,0.24
CUST101354,0,0.45
CUST101355,1,0.42
CUST101356,0,0.27
CUST101357,0,0.32
CUST101358,1,0.3
CUST101359,0,0.27
CUST101360,0,0.2
CUST101361,0,0.47000000000000003
CUST101362,0,0.2
CUST101363,0,0.2
CUST101364,0,0.35000000000000003
CUST101365,1,0.12
CUST101366,0,0.12
CUST101367,1,0.24
CUST101368,1,0.33999999999999997
CUST101369,0,0.12
CUST101370,0,0.22
CUST101371,0,0.2
CUST101372,0,0.32
CUST101373,0,0.12
CUST101374,0,0.22
CUST101375,0,0.3
CUST101376,0,0.3
CUST101377,0,0.35000000000000003
CUST101378,1,0.57
CUST101379,1,0.35000000000000003
CUST101380,0,0.2
CUST101381,0,0.57
CUST101382,0,0.2
CUST101383,0,0.12
CUST101384,1,0.12
CUST101385,0,0.35000000000000003
CUST101386,0,0.2
CUST101387,0,0.32
CUST101388,0,0.24
CUST101389,1,0.37
CUST101390,0,0.2
CUST101391,0,0.12
CUST101392,1,0.3
CUST101393,0,0.3
CUST101394,0,0.42
CUST101395,0,0.12
CUST101396,0,0.39
CUST101397,1,0.42
CUST101398,0,0.12
CUST101399,0,0.12
CUST101400,0,0.12
CUST101401,0,0.3
CUST101402,1,0.24
CUST101403,1,0.32
CUST101404,0,0.32
CUST101405,0,0.42
CUST101406,1,0.24
CUST101407,0,0.12
CUST101408,0,0.12
CUST101409,0,0.2
CUST101410,0,0.2
CUST101411,0,0.39
CUST101412,1,0.42
CUST101413,1,0.32
CUST101414,0,0.2
CUST101415,0,0.2
CUST101416,0,0.2
CUST101417,0,0.12
CUST101418,1,0.42
CUST101419,1,0.2
CUST101420,0,0.32
CUST101421,0,0.2
CUST101422,0,0.32
CUST101423,0,0.33999999999999997
CUST101424,0,0.35000000000000003
CUST101425,0,0.12
CUST101426,1,0.2
CUST101427,0,0.42
CUST101428,1,0.6499999999999999
CUST101429,0,0.12
CUST101430,0,0.2
CUST101431,1,0.3
CUST101432,0,0.35000000000000003
CUST101433,0,0.3
CUST101434,0,0.12
CUST101435,0,0.2
CUST101436,1,0.3
CUST101437,0,0.2
CUST101438,0,0.12
CUST101439,0,0.2
CUST101440,1,0.24
CUST101441,0,0.35000000000000003
CUST101442,1,0.3
CUST101443,0,0.45
CUST101444,0,0.2
CUST101445,1,0.35000000000000003
CUST101446,0,0.2
CUST101447,0,0.12
CUST101448,0,0.3
CUST101449,1,0.3
CUST101450,0,0.12
CUST101451,1,0.42
CUST101452,0,0.2
CUST101453,0,0.2
CUST101454,1,0.37
CUST101455,0,0.3
CUST101456,0,0.22
CUST101457,0,0.2
CUST101458,0,0.12
CUST101459,0,0.6499999999999999
CUST101460,0,0.2
CUST101461,1,0.42
CUST101462,0,0.35000000000000003
CUST101463,1,0.45
CUST101464,1,0.12
CUST101465,1,0.32
CUST101466,1,0.2
CUST101467,1,0.45
CUST101468,0,0.22
CUST101469,0,0.12
CUST101470,0,0.24
CUST101471,0,0.33999999999999997
CUST101472,0,0.27
CUST101473,0,0.12
CUST101474,0,0.2
CUST101475,1,0.52
CUST101476,0,0.32
CUST101477,0,0.3
CUST101478,1,0.6499999999999999
CUST101479,0,0.12
CUST101480,1,0.42
CUST101481,0,0.32
CUST101482,0,0.12
CUST101483,0,0.2
CUST101484,0,0.12
CUST101485,0,0.2
CUST101486,0,0.3
CUST101487,1,0.2
CUST101488,0,0.2
CUST101489,0,0.2
CUST101490,1,0.45
CUST101491,0,0.35000000000000003
CUST101492,0,0.2
CUST101493,0,0.5
CUST101494,0,0.24
CUST101495,0,0.2
CUST101496,0,0.2
CUST101497,0,0.12
CUST101498,0,0.12
CUST101499,0,0.12
CUST101500,0,0.2
CUST101501,1,0.2
CUST101502,1,0.5
CUST101503,1,0.42
CUST101504,1,0.42
CUST101505,0,0.12
CUST101506,0,0.27
CUST101507,0,0.27
CUST101508,0,0.35000000000000003
CUST101509,0,0.3
CUST101510,1,0.42
CUST101511,0,0.12
CUST101512,0,0.12
CUST101513,0,0.42
CUST101514,0,0.2
CUST101515,0,0.27
CUST101516,1,0.35000000000000003
CUST101517,1,0.2
CUST101518,0,0.2
CUST101519,0,0.2
CUST101520,1,0.2
CUST101521,1,0.42
CUST101522,1,0.35000000000000003
CUST101523,0,0.22
CUST101524,0,0.35000000000000003
CUST101525,1,0.37
CUST101526,0,0.12
CUST101527,0,0.39
CUST101528,1,0.42
CUST101529,0,0.27
CUST101530,1,0.35000000000000003
CUST101531,0,0.39
CUST101532,0,0.47000000000000003
CUST101533,0,0.35000000000000003
CUST101534,0,0.2
CUST101535,0,0.57
CUST101536,1,0.52
CUST101537,0,0.22
CUST101538,0,0.24
CUST101539,0,0.12
CUST101540,0,0.2
CUST101541,0,0.22
CUST101542,0,0.12
CUST101543,0,0.22
CUST101544,0,0.37
CUST101545,0,0.35000000000000003
CUST101546,0,0.3
CUST101547,0,0.2
CUST101548,0,0.3
CUST101549,0,0.2
CUST101550,0,0.2
CUST101551,1,0.35000000000000003
CUST101552,0,0.33999999999999997
CUST101553,1,0.2
CUST101554,0,0.12
CUST101555,0,0.12
CUST101556,0,0.32
CUST101557,0,0.35000000000000003
CUST101558,0,0.27
CUST101559,0,0.2
CUST101560,0,0.2
CUST101561,0,0.2
CUST101562,1,0.27
CUST101563,0,0.2
CUST101564,1,0.2
CUST101565,0,0.5
CUST101566,0,0.2
CUST101567,1,0.42
CUST101568,0,0.24
CUST101569,0,0.3
CUST101570,0,0.12
CUST101571,0,0.45
CUST101572,0,0.22
CUST101573,0,0.3
CUST101574,0,0.3
CUST101575,0,0.49
CUST101576,1,0.12
CUST101577,0,0.2
CUST101578,0,0.39
CUST101579,0,0.32
CUST101580,0,0.12
CUST101581,0,0.35000000000000003
CUST101582,0,0.24
CUST101583,0,0.12
CUST101584,1,0.12
CUST101585,0,0.37
CUST101586,0,0.12
CUST101587,0,0.12
CUST101588,0,0.2
CUST101589,1,0.2
CUST101590,0,0.2
CUST101591,1,0.3
CUST101592,0,0.12
CUST101593,0,0.24
CUST101594,1,0.35000000000000003
CUST101595,1,0.12
CUST101596,0,0.32
CUST101597,1,0.35000000000000003
CUST101598,0,0.2
CUST101599,0,0.12
CUST101600,0,0.32
CUST101601,0,0.27
CUST101602,0,0.12
CUST101603,1,0.24
CUST101604,0,0.2
CUST101605,1,0.2
CUST101606,0,0.27
CUST101607,1,0.35000000000000003
CUST101608,1,0.5
CUST101609,0,0.35000000000000003
CUST101610,0,0.12
CUST101611,0,0.32
CUST101612,0,0.2
CUST101613,1,0.12
CUST101614,0,0.2
CUST101615,0,0.2
CUST101616,0,0.27
CUST101617,1,0.27
CUST101618,1,0.32
CUST101619,0,0.2
CUST101620,0,0.2
CUST101621,0,0.35000000000000003
CUST101622,0,0.2
CUST101623,0,0.42
CUST101624,0,0.2
CUST101625,0,0.2
CUST101626,0,0.42
CUST101627,0,0.12
CUST101628,0,0.2
CUST101629,0,0.2
CUST101630,0,0.45
CUST101631,0,0.12
CUST101632,0,0.12
CUST101633,0,0.32
CUST101634,0,0.24
CUST101635,1,0.12
CUST101636,1,0.32
CUST101637,0,0.39
CUST101638,0,0.22
CUST101639,1,0.22
CUST101640,1,0.2
CUST101641,0,0.2
CUST101642,0,0.12
CUST101643,0,0.22
CUST101644,1,0.57
CUST101645,0,0.2
CUST101646,0,0.2
CUST101647,0,0.2
CUST101648,0,0.27
CUST101649,0,0.6
CUST101650,1,0.2
CUST101651,0,0.12
CUST101652,0,0.5
CUST101653,0,0.35000000000000003
CUST101654,0,0.2
CUST101655,0,0.35000000000000003
CUST101656,1,0.6
CUST101657,0,0.27
CUST101658,0,0.57
CUST101659,0,0.12
CUST101660,0,0.3
CUST101661,0,0.33999999999999997
CUST101662,0,0.12
CUST101663,0,0.33999999999999997
CUST101664,0,0.12
CUST101665,0,0.12
CUST101666,0,0.32
CUST101667,0,0.45
CUST101668,0,0.2
CUST101669,0,0.27
CUST101670,1,0.27
CUST101671,0,0.3
CUST101672,0,0.12
CUST101673,0,0.45
CUST101674,0,0.12
CUST101675,1,0.35000000000000003
CUST101676,0,0.12
CUST101677,0,0.12
CUST101678,1,0.37
CUST101679,0,0.12
CUST101680,0,0.12
CUST101681,0,0.35000000000000003
CUST101682,0,0.12
CUST101683,0,0.2
CUST101684,0,0.2
CUST101685,1,0.6699999999999999
CUST101686,0,0.22
CUST101687,1,0.22
CUST101688,1,0.3
CUST101689,0,0.3
CUST101690,0,0.2
CUST101691,0,0.2
CUST101692,1,0.35000000000000003
CUST101693,0,0.32
CUST101694,0,0.2
CUST101695,0,0.47000000000000003
CUST101696,0,0.33999999999999997
CUST101697,0,0.6
CUST101698,0,0.27
CUST101699,1,0.6699999999999999
CUST101700,0,0.12
CUST101701,0,0.12
CUST101702,0,0.12
CUST101703,0,0.27
CUST101704,0,0.33999999999999997
CUST101705,0,0.5
CUST101706,1,0.35000000000000003
CUST101707,0,0.32
CUST101708,0,0.12
CUST101709,0,0.2
CUST101710,0,0.3
CUST101711,1,0.35000000000000003
CUST101712,0,0.3
CUST101713,0,0.2
CUST101714,0,0.3
CUST101715,0,0.3
CUST101716,0,0.35000000000000003
CUST101717,0,0.2
CUST101718,0,0.12
CUST101719,0,0.2
CUST101720,0,0.33999999999999997
CUST101721,0,0.22
CUST101722,1,0.2
CUST101723,0,0.12
CUST101724,0,0.6
CUST101725,1,0.2
CUST101726,1,0.2
CUST101727,0,0.6499999999999999
CUST101728,0,0.12
CUST101729,0,0.12
CUST101730,1,0.22
CUST101731,1,0.47000000000000003
CUST101732,0,0.35000000000000003
CUST101733,0,0.32
CUST101734,0,0.27
CUST101735,1,0.2
CUST101736,0,0.12
CUST101737,0,0.2
CUST101738,0,0.45
CUST101739,0,0.35000000000000003
CUST101740,0,0.12
CUST101741,1,0.5
CUST101742,0,0.27
CUST101743,0,0.42
CUST101744,0,0.2
CUST101745,1,0.5
CUST101746,1,0.2
CUST101747,0,0.32
CUST101748,1,0.2
CUST101749,0,0.2
CUST101750,0,0.2
CUST101751,1,0.42
CUST101752,0,0.12
CUST101753,0,0.12
CUST101754,0,0.2
CUST101755,0,0.2
CUST101756,0,0.24
CUST101757,1,0.2
CUST101758,1,0.45
CUST101759,0,0.12
CUST101760,0,0.2
CUST101761,0,0.12
CUST101762,1,0.3
CUST101763,1,0.57
CUST101764,0,0.2
CUST101765,0,0.35000000000000003
CUST101766,1,0.2
CUST101767,0,0.5
CUST101768,0,0.35000000000000003
CUST101769,0,0.12
CUST101770,1,0.12
CUST101771,0,0.42
CUST101772,1,0.24
CUST101773,0,0.24
CUST101774,1,0.12
CUST101775,0,0.2
CUST101776,0,0.3
CUST101777,0,0.2
CUST101778,0,0.5
CUST101779,0,0.3
CUST101780,0,0.2
CUST101781,0,0.12
CUST101782,1,0.39
CUST101783,0,0.2
CUST101784,0,0.2
CUST101785,0,0.27
CUST101786,0,0.22
CUST101787,0,0.27
CUST101788,0,0.12
CUST101789,0,0.2
CUST101790,0,0.22
CUST101791,0,0.12
CUST101792,0,0.35000000000000003
CUST101793,0,0.2
CUST101794,0,0.12
CUST101795,0,0.3
CUST101796,0,0.22
CUST101797,0,0.22
CUST101798,0,0.3
CUST101799,0,0.27
CUST101800,0,0.2
CUST101801,1,0.2
CUST101802,1,0.3
CUST101803,0,0.3
CUST101804,0,0.3
CUST101805,0,0.37
CUST101806,1,0.5
CUST101807,0,0.22
CUST101808,0,0.12
CUST101809,0,0.22
CUST101810,0,0.12
CUST101811,0,0.49
CUST101812,0,0.5
CUST101813,0,0.45
CUST101814,0,0.12
CUST101815,0,0.12
CUST101816,0,0.32
CUST101817,0,0.2
CUST101818,0,0.35000000000000003
CUST101819,0,0.47000000000000003
CUST101820,1,0.3
CUST101821,1,0.12
CUST101822,0,0.3
CUST101823,0,0.3
CUST101824,1,0.12
CUST101825,0,0.12
CUST101826,0,0.2
CUST101827,1,0.37
CUST101828,0,0.37
CUST101829,1,0.3
CUST101830,1,0.6499999999999999
CUST101831,0,0.2
CUST101832,0,0.24
CUST101833,0,0.22
CUST101834,1,0.2
CUST101835,0,0.2
CUST101836,1,0.5
CUST101837,0,0.32
CUST101838,0,0.12
CUST101839,1,0.2
CUST101840,1,0.12
CUST101841,0,0.12
CUST101842,0,0.57
CUST101843,0,0.3
CUST101844,0,0.12
CUST101845,1,0.45
CUST101846,0,0.2
CUST101847,1,0.12
CUST101848,0,0.47000000000000003
CUST101849,0,0.24
CUST101850,0,0.2
CUST101851,1,0.35000000000000003
CUST101852,0,0.24
CUST101853,1,0.24
CUST101854,1,0.5
CUST101855,0,0.32
CUST101856,0,0.12
CUST101857,1,0.2
CUST101858,0,0.2
CUST101859,1,0.3
CUST101860,1,0.47000000000000003
CUST101861,0,0.2
CUST101862,0,0.2
CUST101863,0,0.35000000000000003
CUST101864,0,0.35000000000000003
CUST101865,0,0.35000000000000003
CUST101866,0,0.42
CUST101867,0,0.27
CUST101868,0,0.12
CUST101869,0,0.2
CUST101870,0,0.2
CUST101871,0,0.47000000000000003
CUST101872,0,0.2
CUST101873,0,0.2
CUST101874,0,0.35000000000000003
CUST101875,0,0.2
CUST101876,0,0.5
CUST101877,1,0.24
CUST101878,0,0.12
CUST101879,1,0.3
CUST101880,0,0.2
CUST101881,0,0.12
CUST101882,0,0.3
CUST101883,0,0.35000000000000003
CUST101884,1,0.27
CUST101885,0,0.22
CUST101886,1,0.24
CUST101887,1,0.24
CUST101888,1,0.42
CUST101889,1,0.32
CUST101890,1,0.37
CUST101891,1,0.2
CUST101892,0,0.37
CUST101893,0,0.32
CUST101894,0,0.2
CUST101895,1,0.27
CUST101896,0,0.12
CUST101897,0,0.2
CUST101898,1,0.35000000000000003
CUST101899,0,0.12
CUST101900,1,0.12
CUST101901,1,0.42
CUST101902,0,0.22
CUST101903,0,0.12
CUST101904,1,0.35000000000000003
CUST101905,1,0.33999999999999997
CUST101906,0,0.2
CUST101907,0,0.33999999999999997
CUST101908,1,0.45
CUST101909,1,0.35000000000000003
CUST101910,0,0.12
CUST101911,0,0.12
CUST101912,1,0.6499999999999999
CUST101913,0,0.3
CUST101914,0,0.22
CUST101915,0,0.2
CUST101916,0,0.2
CUST101917,0,0.2
CUST101918,0,0.12
CUST101919,1,0.32
CUST101920,1,0.35000000000000003
CUST101921,1,0.2
CUST101922,0,0.24
CUST101923,0,0.12
CUST101924,0,0.22
CUST101925,1,0.47000000000000003
CUST101926,0,0.47000000000000003
CUST101927,0,0.2
CUST101928,1,0.5
CUST101929,0,0.2
CUST101930,1,0.3
CUST101931,0,0.12
CUST101932,0,0.24
CUST101933,0,0.12
CUST101934,0,0.12
CUST101935,1,0.6699999999999999
CUST101936,0,0.27
CUST101937,0,0.12
CUST101938,0,0.24
CUST101939,0,0.22
CUST101940,1,0.27
CUST101941,0,0.2
CUST101942,0,0.2
CUST101943,0,0.12
CUST101944,0,0.37
CUST101945,0,0.12
CUST101946,1,0.33999999999999997
CUST101947,0,0.35000000000000003
CUST101948,1,0.33999999999999997
CUST101949,0,0.35000000000000003
CUST101950,0,0.3
CUST101951,1,0.32
CUST101952,1,0.3
CUST101953,0,0.2
CUST101954,1,0.2
CUST101955,0,0.2
CUST101956,0,0.3
CUST101957,0,0.2
CUST101958,0,0.2
CUST101959,0,0.2
CUST101960,0,0.12
CUST101961,0,0.2
CUST101962,0,0.2
CUST101963,0,0.2
CUST101964,0,0.22
CUST101965,0,0.35000000000000003
CUST101966,1,0.35000000000000003
CUST101967,0,0.42
CUST101968,0,0.24
CUST101969,0,0.12
CUST101970,0,0.27
CUST101971,1,0.6
CUST101972,0,0.5
CUST101973,1,0.12
CUST101974,0,0.12
CUST101975,0,0.2
CUST101976,0,0.2
CUST101977,0,0.24
CUST101978,0,0.5
CUST101979,0,0.35000000000000003
CUST101980,0,0.12
CUST101981,1,0.2
CUST101982,1,0.3
CUST101983,0,0.22
CUST101984,1,0.2
CUST101985,0,0.35000000000000003
CUST101986,0,0.2
CUST101987,0,0.2
CUST101988,1,0.3
CUST101989,1,0.32
CUST101990,0,0.5
CUST101991,0,0.3
CUST101992,1,0.35000000000000003
CUST101993,0,0.2
CUST101994,1,0.12
CUST101995,0,0.2
CUST101996,1,0.12
CUST101997,0,0.2
CUST101998,0,0.24
CUST101999,1,0.35000000000000003
CUST102000,0,0.24
CUST102001,0,0.32
CUST102002,0,0.12
CUST102003,0,0.12
CUST102004,0,0.12
CUST102005,0,0.12
CUST102006,1,0.3
CUST102007,0,0.27
CUST102008,0,0.2
CUST102009,0,0.2
CUST102010,1,0.2
CUST102011,0,0.22
CUST102012,1,0.32
CUST102013,0,0.3
CUST102014,0,0.3
CUST102015,0,0.12
CUST102016,0,0.24
CUST102017,0,0.22
CUST102018,1,0.35000000000000003
CUST102019,0,0.2
CUST102020,0,0.12
CUST102021,1,0.27
CUST102022,1,0.32
CUST102023,1,0.12
CUST102024,1,0.5
CUST102025,0,0.3
CUST102026,0,0.33999999999999997
CUST102027,0,0.42
CUST102028,1,0.35000000000000003
CUST102029,0,0.12
CUST102030,1,0.3
CUST102031,0,0.2
CUST102032,0,0.22
CUST102033,0,0.3
CUST102034,0,0.12
CUST102035,1,0.49
CUST102036,0,0.12
CUST102037,1,0.3
CUST102038,0,0.42
CUST102039,0,0.24
CUST102040,0,0.12
CUST102041,0,0.2
CUST102042,0,0.27
CUST102043,1,0.2
CUST102044,0,0.2
CUST102045,0,0.32
CUST102046,1,0.47000000000000003
CUST102047,0,0.3
CUST102048,0,0.12
CUST102049,1,0.32
CUST102050,0,0.42
CUST102051,0,0.12
CUST102052,1,0.45
CUST102053,1,0.42
CUST102054,0,0.12
CUST102055,0,0.2
CUST102056,0,0.2
CUST102057,0,0.3
CUST102058,0,0.3
CUST102059,1,0.6499999999999999
CUST102060,1,0.3
CUST102061,0,0.2
CUST102062,0,0.2
CUST102063,0,0.2
CUST102064,1,0.6499999999999999
CUST102065,0,0.22
CUST102066,1,0.3
CUST102067,0,0.2
CUST102068,1,0.27
CUST102069,1,0.12
CUST102070,0,0.2
CUST102071,0,0.5
CUST102072,0,0.2
CUST102073,0,0.22
CUST102074,0,0.3
CUST102075,1,0.32
CUST102076,0,0.12
CUST102077,0,0.2
CUST102078,0,0.35000000000000003
CUST102079,0,0.12
CUST102080,0,0.12
CUST102081,0,0.12
CUST102082,0,0.12
CUST102083,0,0.12
CUST102084,0,0.3
CUST102085,0,0.35000000000000003
CUST102086,0,0.12
CUST102087,0,0.12
CUST102088,0,0.2
CUST102089,0,0.35000000000000003
CUST102090,0,0.2
CUST102091,0,0.52
CUST102092,1,0.3
CUST102093,0,0.2
CUST102094,1,0.3
CUST102095,0,0.2
CUST102096,0,0.27
CUST102097,0,0.2
CUST102098,0,0.12
CUST102099,1,0.2
CUST102100,1,0.27
CUST102101,1,0.2
CUST102102,1,0.22
CUST102103,1,0.3
CUST102104,0,0.37
CUST102105,0,0.35000000000000003
CUST102106,1,0.45
CUST102107,0,0.12
CUST102108,0,0.35000000000000003
CUST102109,0,0.35000000000000003
CUST102110,0,0.32
CUST102111,0,0.3
CUST102112,1,0.47000000000000003
CUST102113,1,0.2
CUST102114,1,0.12
CUST102115,1,0.2
CUST102116,0,0.12
CUST102117,0,0.27
CUST102118,1,0.22
CUST102119,0,0.2
CUST102120,0,0.35000000000000003
CUST102121,1,0.32
CUST102122,1,0.3
CUST102123,0,0.2
CUST102124,0,0.2
CUST102125,1,0.7499999999999999
CUST102126,0,0.35000000000000003
CUST102127,1,0.24
CUST102128,1,0.32
CUST102129,0,0.2
CUST102130,0,0.2
CUST102131,1,0.35000000000000003
CUST102132,0,0.12
CUST102133,0,0.12
CUST102134,0,0.47000000000000003
CUST102135,1,0.3
CUST102136,0,0.12
CUST102137,1,0.12
CUST102138,0,0.12
CUST102139,0,0.2
CUST102140,0,0.12
CUST102141,0,0.12
CUST102142,1,0.2
CUST102143,0,0.2
CUST102144,0,0.2
CUST102145,0,0.12
CUST102146,0,0.2
CUST102147,0,0.12
CUST102148,0,0.12
CUST102149,0,0.24
CUST102150,0,0.12
CUST102151,1,0.12
CUST102152,0,0.12
CUST102153,0,0.27
CUST102154,0,0.2
CUST102155,0,0.24
CUST102156,1,0.32
CUST102157,1,0.37
CUST102158,0,0.32
CUST102159,1,0.32
CUST102160,0,0.2
CUST102161,0,0.2
CUST102162,1,0.22
CUST102163,0,0.2
CUST102164,1,0.3
CUST102165,1,0.35000000000000003
CUST102166,1,0.22
CUST102167,0,0.2
CUST102168,1,0.39
CUST102169,0,0.12
CUST102170,0,0.32
CUST102171,1,0.35000000000000003
CUST102172,0,0.35000000000000003
CUST102173,1,0.5
CUST102174,0,0.2
CUST102175,0,0.24
CUST102176,0,0.2
CUST102177,0,0.2
CUST102178,0,0.2
CUST102179,0,0.12
CUST102180,0,0.12
CUST102181,0,0.32
CUST102182,0,0.12
CUST102183,0,0.22
CUST102184,1,0.27
CUST102185,0,0.2
CUST102186,1,0.5
CUST102187,0,0.12
CUST102188,0,0.32
CUST102189,0,0.22
CUST102190,0,0.32
CUST102191,1,0.3
CUST102192,0,0.2
CUST102193,0,0.3
CUST102194,0,0.2
CUST102195,0,0.24
CUST102196,0,0.2
CUST102197,0,0.2
CUST102198,0,0.35000000000000003
CUST102199,0,0.12
CUST102200,0,0.3
CUST102201,0,0.2
CUST102202,0,0.47000000000000003
CUST102203,0,0.37
