ticket_id,customer_id,ticket_date,issue_type,resolution_status
TKT10550,CUST101228,26 Jan 2024,Account Closure Request,Resolved
TKT10551,CUST101229,2024-09-08,KYC Query,Pending
TKT10552,CUST101231,05-02-2024,Complaint - Poor Service,Resolved
TKT10553,CUST101231,2024-03-15,Failed Transaction,Resolved
TKT10554,CUST101231,2024-10-11,KYC Query,Resolved
TKT10555,CUST101231,2024-05-10,app login issue,Resolved
TKT10556,CUST101231,16-06-2024,app login issue,Pending
TKT10557,CUST101232,30 Aug 2025,Loan Inquiry,Resolved
TKT10558,CUST101233,2024-02-13,App Login Issue,Unresolved
TKT10559,CUST101234,2024-05-08,Failed transaction ,Resolved
TKT10560,CUST101235,2025-10-29,Account Closure Request,Resolved
TKT10561,CUST101236,2025-09-18,App Login Issue,Resolved
TKT10562,CUST101237,27 Oct 2025,Loan Inquiry,Pending
TKT10563,CUST101238,24 Sep 2025,App Login Issue,Resolved
TKT10564,CUST101238,19-01-2024,app login issue,Resolved
TKT10565,CUST101238,15 Jun 2025,KYC Query,Resolved
TKT10566,CUST101242,30 Jul 2025,App Login Issue,Unresolved
TKT10567,CUST101242,07-04-2025,Failed transaction ,Pending
TKT10568,CUST101246,2024-04-03,Account Closure Request,Unresolved
TKT10569,CUST101246,23-11-2025,Account Closure Request,Resolved
TKT10570,CUST101250,2024-11-23,app login issue,Unresolved
TKT10571,CUST101250,2024-11-19,Account Closure Request,Resolved
TKT10572,CUST101251,2025-05-17,Account Closure Request,Unresolved
TKT10573,CUST101253,2024-07-20,Complaint - Poor Service,Pending
TKT10574,CUST101254,17-04-2025,Complaint - Hidden Charges,
TKT10575,CUST101256,2024-09-30,Account Closure Request,Pending
TKT10576,CUST101256,27 Feb 2025,Failed Transaction,Resolved
TKT10577,CUST101256,2025-02-24,Failed Transaction,Resolved
TKT10578,CUST101257,18 Mar 2024,Loan Inquiry,Unresolved
TKT10579,CUST101257,2024-11-05,Account Closure Request,Resolved
TKT10580,CUST101257,12-04-2025,Complaint - Hidden Charges,Unresolved
TKT10581,CUST101257,12-10-2025,Card Block Request,Pending
TKT10582,CUST101259,2024-01-22,Loan Inquiry,Resolved
TKT10583,CUST101259,25 Jul 2025,Complaint - Hidden Charges,
TKT10584,CUST101260,05 May 2024,Card Block Request,Resolved
TKT10585,CUST101262,26-12-2024,app login issue,Resolved
TKT10586,CUST101262,22-06-2025,Loan Inquiry,Resolved
TKT10587,CUST101263,27 Mar 2024,Loan Inquiry,Resolved
TKT10588,CUST101263,16-10-2025,KYC Query,Resolved
TKT10589,CUST101263,08 Jun 2025,Complaint - Poor Service,Unresolved
TKT10590,CUST101264,2025-04-16,Complaint - Poor Service,Resolved
TKT10591,CUST101264,31-10-2024,Failed transaction ,Resolved
TKT10592,CUST101264,2025-01-26,Failed transaction ,Pending
TKT10593,CUST101264,01-12-2025,KYC Query,Resolved
TKT10594,CUST101264,20-04-2025,Failed transaction ,Resolved
TKT10595,CUST101265,18 Mar 2025,Account Closure Request,Pending
TKT10596,CUST101265,21-03-2024,Account Closure Request,Unresolved
TKT10597,CUST101265,06 Jun 2025,Account Closure Request,Resolved
TKT10598,CUST101267,2024-07-02,Loan Inquiry,Pending
TKT10599,CUST101268,2025-03-10,Card Block Request,Resolved
TKT10600,CUST101269,2024-03-09,Account Closure Request,Resolved
TKT10601,CUST101269,07-11-2025,App Login Issue,Resolved
TKT10602,CUST101270,2025-01-01,Complaint - Poor Service,Resolved
TKT10603,CUST101270,20-01-2024,Failed transaction ,Unresolved
TKT10604,CUST101270,15-07-2024,Complaint - Poor Service,Pending
TKT10605,CUST101274,18-06-2025,App Login Issue,Resolved
TKT10606,CUST101275,2025-08-10,Complaint - Hidden Charges,Unresolved
TKT10607,CUST101276,04 Jun 2024,App Login Issue,
TKT10608,CUST101278,26 Aug 2025,Account Closure Request,Resolved
TKT10609,CUST101278,13 Nov 2025,app login issue,Resolved
TKT10610,CUST101278,2024-08-25,Complaint - Poor Service,Resolved
TKT10611,CUST101282,30 Mar 2024,Complaint - Poor Service,Resolved
TKT10612,CUST101282,2025-09-13,Complaint - Poor Service,
TKT10613,CUST101284,19-02-2025,App Login Issue,Unresolved
TKT10614,CUST101284,18-06-2025,KYC Query,Resolved
TKT10615,CUST101285,19-03-2025,KYC Query,Resolved
TKT10616,CUST101285,2024-02-13,Complaint - Poor Service,
TKT10617,CUST101285,2025-08-10,Complaint - Poor Service,Resolved
TKT10618,CUST101285,22 Apr 2024,Failed Transaction,Unresolved
TKT10619,CUST101286,01-05-2024,KYC Query,Pending
TKT10620,CUST101287,29 Aug 2025,Failed transaction ,Resolved
TKT10621,CUST101288,18 Apr 2025,Complaint - Hidden Charges,Resolved
TKT10622,CUST101288,2025-02-21,Complaint - Poor Service,Pending
TKT10623,CUST101288,2024-01-18,app login issue,Resolved
TKT10624,CUST101288,2025-06-16,Card Block Request,Resolved
TKT10625,CUST101288,2025-09-13,KYC Query,Resolved
TKT10626,CUST101289,2025-10-26,Card Block Request,Unresolved
TKT10627,CUST101289,08-09-2024,Account Closure Request,Unresolved
TKT10628,CUST101289,19 Jul 2025,Card Block Request,Resolved
TKT10629,CUST101291,2025-01-16,Account Closure Request,Unresolved
TKT10630,CUST101292,10 Nov 2025,Card Block Request,Resolved
TKT10631,CUST101292,2025-10-18,Complaint - Hidden Charges,Pending
TKT10632,CUST101293,10 Feb 2025,Failed Transaction,Resolved
TKT10633,CUST101294,2025-10-08,Failed transaction ,
TKT10634,CUST101296,27-04-2025,App Login Issue,Resolved
TKT10635,CUST101296,2025-08-02,App Login Issue,Resolved
TKT10636,CUST101296,2024-07-29,app login issue,Unresolved
TKT10637,CUST101302,2025-03-13,Complaint - Poor Service,Resolved
TKT10638,CUST101303,22-08-2024,KYC Query,Resolved
TKT10639,CUST101304,2025-03-18,Account Closure Request,Resolved
TKT10640,CUST101304,13 Nov 2024,App Login Issue,Resolved
TKT10641,CUST101304,13-02-2024,Card Block Request,Resolved
TKT10642,CUST101304,05-06-2024,Complaint - Poor Service,Resolved
TKT10643,CUST101305,28 Nov 2025,Account Closure Request,Resolved
TKT10644,CUST101305,2025-04-25,Failed transaction ,Pending
TKT10645,CUST101305,08-06-2024,Failed Transaction,Unresolved
TKT10646,CUST101305,2025-09-18,Loan Inquiry,Resolved
TKT10647,CUST101305,06 Sep 2025,app login issue,Unresolved
TKT10648,CUST101305,13 Jul 2025,App Login Issue,Resolved
TKT10649,CUST101306,30-01-2025,Card Block Request,Resolved
TKT10650,CUST101306,2024-05-08,Account Closure Request,
TKT10651,CUST101306,2024-08-09,App Login Issue,Resolved
TKT10652,CUST101307,2025-01-24,Failed Transaction,Unresolved
TKT10653,CUST101307,2025-07-05,Complaint - Hidden Charges,Resolved
TKT10654,CUST101307,14 Oct 2025,Complaint - Poor Service,Resolved
TKT10655,CUST101309,01 Feb 2024,Loan Inquiry,Resolved
TKT10656,CUST101309,03-04-2025,Account Closure Request,Resolved
TKT10657,CUST101309,2024-09-18,KYC Query,Unresolved
TKT10658,CUST101311,2025-07-01,Account Closure Request,Pending
TKT10659,CUST101312,26-05-2024,Loan Inquiry,Resolved
TKT10660,CUST101312,2025-08-11,Loan Inquiry,Unresolved
TKT10661,CUST101315,15-08-2025,Card Block Request,Unresolved
TKT10662,CUST101316,05 Oct 2025,Account Closure Request,Resolved
TKT10663,CUST101320,2025-09-01,Failed Transaction,
TKT10664,CUST101320,09 Oct 2024,Complaint - Hidden Charges,Resolved
TKT10665,CUST101322,2024-06-29,App Login Issue,Resolved
TKT10666,CUST101322,23 Mar 2024,Complaint - Poor Service,Resolved
TKT10667,CUST101323,22 Sep 2025,Complaint - Hidden Charges,Resolved
TKT10668,CUST101323,23 Jul 2024,Complaint - Hidden Charges,Resolved
TKT10669,CUST101324,05-09-2025,Complaint - Poor Service,Unresolved
TKT10670,CUST101324,20-06-2025,Card Block Request,Pending
TKT10671,CUST101324,2024-12-01,Card Block Request,Resolved
TKT10672,CUST101325,23-03-2025,Complaint - Hidden Charges,Resolved
TKT10673,CUST101326,14 Oct 2024,Account Closure Request,Resolved
TKT10674,CUST101328,2024-06-12,App Login Issue,Pending
TKT10675,CUST101328,2025-08-26,Failed Transaction,Unresolved
TKT10676,CUST101328,08 Jun 2024,Failed transaction ,Resolved
TKT10677,CUST101330,2025-06-02,Account Closure Request,Resolved
TKT10678,CUST101332,2024-01-26,Account Closure Request,Resolved
TKT10679,CUST101335,02 Aug 2024,Failed transaction ,Pending
TKT10680,CUST101335,02 Jun 2025,app login issue,Resolved
TKT10681,CUST101335,27-12-2024,Account Closure Request,Resolved
TKT10682,CUST101336,28 Aug 2024,Loan Inquiry,Resolved
TKT10683,CUST101337,2025-04-02,KYC Query,Resolved
TKT10684,CUST101338,17 Nov 2025,Account Closure Request,Resolved
TKT10685,CUST101338,02 Jun 2024,Account Closure Request,Resolved
TKT10686,CUST101339,05-12-2024,Complaint - Poor Service,Resolved
TKT10687,CUST101339,2025-07-11,Failed Transaction,Unresolved
TKT10688,CUST101341,02 Dec 2024,Loan Inquiry,Resolved
TKT10689,CUST101341,27 May 2025,app login issue,Resolved
TKT10690,CUST101342,23 Aug 2025,App Login Issue,
TKT10691,CUST101343,23-09-2025,Complaint - Poor Service,Resolved
TKT10692,CUST101344,2025-05-30,Failed transaction ,Pending
TKT10693,CUST101344,26-09-2025,Card Block Request,Unresolved
TKT10694,CUST101345,2024-10-28,Loan Inquiry,Resolved
TKT10695,CUST101345,2025-01-02,Loan Inquiry,Resolved
TKT10696,CUST101345,14 Mar 2024,App Login Issue,
TKT10697,CUST101346,11-02-2025,Failed Transaction,Resolved
TKT10698,CUST101348,11 Oct 2025,Account Closure Request,Resolved
TKT10699,CUST101348,03-10-2024,Loan Inquiry,Resolved
TKT10700,CUST101348,04-09-2025,Complaint - Poor Service,Resolved
TKT10701,CUST101348,2025-04-09,Failed transaction ,
TKT10702,CUST101349,22-05-2025,App Login Issue,Resolved
TKT10703,CUST101350,03 Mar 2024,app login issue,Resolved
TKT10704,CUST101352,10-06-2024,Complaint - Hidden Charges,Pending
TKT10705,CUST101355,06-08-2025,Account Closure Request,Resolved
TKT10706,CUST101356,2025-03-02,Failed transaction ,Resolved
TKT10707,CUST101357,09 Aug 2025,Complaint - Poor Service,Resolved
TKT10708,CUST101360,02-06-2025,app login issue,Resolved
TKT10709,CUST101361,13-09-2025,Complaint - Poor Service,Unresolved
TKT10710,CUST101362,08-09-2025,Complaint - Poor Service,Resolved
TKT10711,CUST101362,15-07-2025,App Login Issue,Resolved
TKT10712,CUST101363,2025-01-05,App Login Issue,Resolved
TKT10713,CUST101365,23 Apr 2025,Complaint - Poor Service,Resolved
TKT10714,CUST101365,2025-03-03,Failed transaction ,Resolved
TKT10715,CUST101365,19 Jan 2025,app login issue,Resolved
TKT10716,CUST101366,2024-10-29,KYC Query,Resolved
TKT10717,CUST101366,06-03-2024,Loan Inquiry,Resolved
TKT10718,CUST101366,17-03-2024,App Login Issue,Resolved
TKT10719,CUST101366,26-04-2024,app login issue,Resolved
TKT10720,CUST101367,03 Aug 2025,Account Closure Request,Resolved
TKT10721,CUST101367,16 May 2025,Loan Inquiry,Resolved
TKT10722,CUST101367,2025-03-13,Loan Inquiry,Resolved
TKT10723,CUST101367,2024-09-10,Account Closure Request,Resolved
TKT10724,CUST101368,12 Oct 2025,Complaint - Hidden Charges,Resolved
TKT10725,CUST101368,2025-03-14,Account Closure Request,Resolved
TKT10726,CUST101368,2025-06-07,Complaint - Hidden Charges,Resolved
TKT10727,CUST101369,14 Aug 2025,Card Block Request,Unresolved
TKT10728,CUST101371,2024-04-16,Failed transaction ,
TKT10729,CUST101372,2024-06-30,App Login Issue,Resolved
TKT10730,CUST101373,04 Aug 2024,Loan Inquiry,Resolved
TKT10731,CUST101373,15 Oct 2025,Failed Transaction,Resolved
TKT10732,CUST101375,02 Apr 2025,Failed Transaction,Resolved
TKT10733,CUST101376,22-10-2024,Failed Transaction,Resolved
TKT10734,CUST101378,24 Apr 2024,App Login Issue,Resolved
TKT10735,CUST101378,21-12-2024,Complaint - Hidden Charges,Resolved
TKT10736,CUST101378,2025-11-01,KYC Query,Resolved
TKT10737,CUST101378,12-01-2025,Account Closure Request,Unresolved
TKT10738,CUST101379,2024-08-07,Complaint - Hidden Charges,Resolved
TKT10739,CUST101379,25 Mar 2024,App Login Issue,Resolved
TKT10740,CUST101380,2024-01-24,Loan Inquiry,
TKT10741,CUST101380,2025-10-23,app login issue,Pending
TKT10742,CUST101380,10 Feb 2024,app login issue,Resolved
TKT10743,CUST101381,18-08-2024,Account Closure Request,Unresolved
TKT10744,CUST101384,12-04-2024,Complaint - Hidden Charges,Unresolved
TKT10745,CUST101385,19 Apr 2024,app login issue,Unresolved
TKT10746,CUST101386,28 Nov 2024,Account Closure Request,Pending
TKT10747,CUST101388,15-07-2025,Failed Transaction,
TKT10748,CUST101389,15-06-2025,Complaint - Poor Service,Unresolved
TKT10749,CUST101389,2025-09-09,app login issue,Resolved
TKT10750,CUST101389,25 Nov 2024,Failed transaction ,Resolved
TKT10751,CUST101390,17-05-2024,Failed transaction ,
TKT10752,CUST101391,20 Jul 2024,Complaint - Hidden Charges,Resolved
TKT10753,CUST101392,2024-07-03,App Login Issue,Resolved
TKT10754,CUST101392,14-08-2024,Complaint - Hidden Charges,Unresolved
TKT10755,CUST101393,20 Sep 2024,KYC Query,Resolved
TKT10756,CUST101394,17 Jan 2024,Complaint - Poor Service,Unresolved
TKT10757,CUST101395,2024-08-10,Account Closure Request,Pending
TKT10758,CUST101395,20-04-2024,app login issue,Resolved
TKT10759,CUST101397,2024-01-18,app login issue,Resolved
TKT10760,CUST101397,14 Oct 2025,Card Block Request,Resolved
TKT10761,CUST101397,16-01-2025,Loan Inquiry,Unresolved
TKT10762,CUST101397,29-03-2025,Complaint - Hidden Charges,Resolved
TKT10763,CUST101398,02 Mar 2024,Failed transaction ,Resolved
TKT10764,CUST101399,01-02-2025,Card Block Request,Resolved
TKT10765,CUST101400,19-03-2024,Complaint - Poor Service,Resolved
TKT10766,CUST101402,2024-05-05,Card Block Request,Resolved
TKT10767,CUST101402,2024-12-20,app login issue,Resolved
TKT10768,CUST101402,17 Oct 2025,Complaint - Hidden Charges,Resolved
TKT10769,CUST101403,2024-05-17,Account Closure Request,Resolved
TKT10770,CUST101403,26 Jan 2025,Complaint - Poor Service,Pending
TKT10771,CUST101403,24 Feb 2025,Failed transaction ,
TKT10772,CUST101404,2024-12-24,KYC Query,Unresolved
TKT10773,CUST101406,22-08-2025,Card Block Request,Resolved
TKT10774,CUST101410,31 Jul 2024,Failed transaction ,Resolved
TKT10775,CUST101412,22-09-2025,Complaint - Hidden Charges,Resolved
TKT10776,CUST101412,2025-07-30,Account Closure Request,Pending
TKT10777,CUST101413,11-01-2024,Loan Inquiry,Resolved
TKT10778,CUST101413,12 Apr 2024,Card Block Request,Resolved
TKT10779,CUST101413,2024-12-16,Loan Inquiry,Pending
TKT10780,CUST101413,13 Nov 2025,Account Closure Request,Resolved
TKT10781,CUST101414,06 Feb 2024,app login issue,Resolved
TKT10782,CUST101415,2024-11-08,Complaint - Poor Service,Resolved
TKT10783,CUST101416,2025-12-01,Failed Transaction,Resolved
TKT10784,CUST101417,02-11-2024,app login issue,Resolved
TKT10785,CUST101418,06-10-2025,Complaint - Poor Service,Resolved
TKT10786,CUST101418,07 Jan 2025,Complaint - Hidden Charges,Pending
TKT10787,CUST101418,06-05-2025,Failed transaction ,Resolved
TKT10788,CUST101419,2025-09-02,Failed Transaction,Resolved
TKT10789,CUST101419,13-01-2025,Complaint - Poor Service,Pending
TKT10790,CUST101420,2025-02-08,Loan Inquiry,Resolved
TKT10791,CUST101421,2024-02-09,KYC Query,Unresolved
TKT10792,CUST101422,05 Jun 2024,KYC Query,Unresolved
TKT10793,CUST101423,06-06-2024,Failed Transaction,Unresolved
TKT10794,CUST101423,2024-10-19,Loan Inquiry,Resolved
TKT10795,CUST101425,2025-06-08,Failed Transaction,Resolved
TKT10796,CUST101425,29-06-2024,Complaint - Poor Service,Resolved
TKT10797,CUST101426,2024-04-03,Loan Inquiry,Resolved
TKT10798,CUST101427,2025-04-13,Account Closure Request,Resolved
TKT10799,CUST101428,24 Oct 2025,app login issue,Resolved
TKT10800,CUST101428,01 Apr 2025,App Login Issue,Resolved
TKT10801,CUST101428,06-10-2025,Account Closure Request,Resolved
TKT10802,CUST101428,2024-05-19,KYC Query,Resolved
TKT10803,CUST101429,17-07-2025,Complaint - Poor Service,Resolved
TKT10804,CUST101430,2024-02-28,Account Closure Request,Resolved
TKT10805,CUST101432,2025-05-29,KYC Query,Resolved
TKT10806,CUST101433,15 Feb 2024,Complaint - Hidden Charges,Resolved
TKT10807,CUST101433,2024-10-08,App Login Issue,Resolved
TKT10808,CUST101434,2024-11-06,Card Block Request,Pending
TKT10809,CUST101434,12 Nov 2025,app login issue,
TKT10810,CUST101436,2025-02-15,Complaint - Hidden Charges,Resolved
TKT10811,CUST101436,27-01-2024,Complaint - Hidden Charges,Resolved
TKT10812,CUST101436,06 Dec 2024,Complaint - Hidden Charges,Resolved
TKT10813,CUST101438,10 Oct 2025,Complaint - Hidden Charges,Pending
TKT10814,CUST101439,31-08-2024,Failed Transaction,Resolved
TKT10815,CUST101439,2024-06-28,Complaint - Poor Service,Resolved
TKT10816,CUST101440,08-09-2025,KYC Query,Resolved
TKT10817,CUST101442,15 Nov 2025,app login issue,Unresolved
TKT10818,CUST101445,12 Mar 2024,app login issue,Resolved
TKT10819,CUST101447,06-06-2025,Card Block Request,Pending
TKT10820,CUST101447,30 Mar 2025,Card Block Request,Resolved
TKT10821,CUST101448,16 Mar 2024,Loan Inquiry,Resolved
TKT10822,CUST101449,2025-08-21,Complaint - Hidden Charges,Resolved
TKT10823,CUST101450,2024-08-21,KYC Query,Resolved
TKT10824,CUST101451,15-04-2024,Complaint - Hidden Charges,Resolved
TKT10825,CUST101451,10 May 2024,Account Closure Request,Pending
TKT10826,CUST101454,04 Nov 2025,Account Closure Request,Resolved
TKT10827,CUST101455,2025-09-23,Complaint - Hidden Charges,Resolved
TKT10828,CUST101455,18-05-2025,Account Closure Request,Unresolved
TKT10829,CUST101456,2024-09-04,Complaint - Hidden Charges,Resolved
TKT10830,CUST101457,03-03-2024,Failed Transaction,Unresolved
TKT10831,CUST101460,2025-11-10,Loan Inquiry,Resolved
TKT10832,CUST101461,08-04-2024,Account Closure Request,Pending
TKT10833,CUST101461,03-03-2025,Complaint - Hidden Charges,Unresolved
TKT10834,CUST101461,17-01-2024,Account Closure Request,Resolved
TKT10835,CUST101463,13 Mar 2024,Complaint - Poor Service,Resolved
TKT10836,CUST101463,2024-02-18,Failed transaction ,Resolved
TKT10837,CUST101463,14 Mar 2025,Complaint - Poor Service,Resolved
TKT10838,CUST101463,19 Jun 2024,Account Closure Request,Resolved
TKT10839,CUST101464,2024-06-12,App Login Issue,Resolved
TKT10840,CUST101464,25 Sep 2025,Complaint - Poor Service,Resolved
TKT10841,CUST101465,2025-07-20,App Login Issue,Resolved
TKT10842,CUST101465,01 Aug 2024,Account Closure Request,Resolved
TKT10843,CUST101466,18-11-2025,KYC Query,Resolved
TKT10844,CUST101466,2024-09-09,Complaint - Poor Service,Unresolved
TKT10845,CUST101466,24 Oct 2025,Complaint - Hidden Charges,Resolved
TKT10846,CUST101466,31-07-2025,Complaint - Hidden Charges,Resolved
TKT10847,CUST101466,17-04-2025,app login issue,Resolved
TKT10848,CUST101467,2025-08-27,Complaint - Poor Service,Pending
TKT10849,CUST101467,02-09-2025,Complaint - Poor Service,Resolved
TKT10850,CUST101467,23 Sep 2025,Complaint - Poor Service,Pending
TKT10851,CUST101467,17 May 2024,Loan Inquiry,Resolved
TKT10852,CUST101469,2025-05-12,Card Block Request,Resolved
TKT10853,CUST101469,2024-12-16,Failed Transaction,Pending
TKT10854,CUST101470,25 May 2025,Complaint - Poor Service,Pending
TKT10855,CUST101470,08-05-2024,Loan Inquiry,Unresolved
TKT10856,CUST101471,15-06-2025,Card Block Request,Resolved
TKT10857,CUST101472,20 May 2024,Account Closure Request,Resolved
TKT10858,CUST101474,2024-08-15,Failed Transaction,Resolved
TKT10859,CUST101475,08-06-2024,App Login Issue,Resolved
TKT10860,CUST101475,03 Jun 2024,Complaint - Poor Service,Resolved
TKT10861,CUST101476,21 Dec 2024,Failed transaction ,Resolved
TKT10862,CUST101478,26-10-2024,Account Closure Request,Resolved
TKT10863,CUST101478,09 Jun 2024,Card Block Request,Unresolved
TKT10864,CUST101478,27-10-2024,Account Closure Request,Resolved
TKT10865,CUST101478,22-01-2024,Account Closure Request,Resolved
TKT10866,CUST101478,04 Jul 2025,Complaint - Hidden Charges,Resolved
TKT10867,CUST101478,2025-09-17,Account Closure Request,Resolved
TKT10868,CUST101481,2024-10-29,app login issue,Resolved
TKT10869,CUST101482,27-04-2025,Account Closure Request,Unresolved
TKT10870,CUST101484,28-10-2025,Complaint - Hidden Charges,Resolved
TKT10871,CUST101485,18 Jan 2024,Failed transaction ,Resolved
TKT10872,CUST101485,06-03-2025,Complaint - Poor Service,Resolved
TKT10873,CUST101487,01 Mar 2025,App Login Issue,Pending
TKT10874,CUST101487,2025-01-11,Failed transaction ,Pending
TKT10875,CUST101487,28-08-2025,KYC Query,Resolved
TKT10876,CUST101487,25-04-2024,KYC Query,Unresolved
TKT10877,CUST101487,22 May 2025,Account Closure Request,Resolved
TKT10878,CUST101490,26-01-2024,App Login Issue,Pending
TKT10879,CUST101490,17 Jul 2024,app login issue,Resolved
TKT10880,CUST101490,15-08-2025,Loan Inquiry,
TKT10881,CUST101491,21-04-2025,KYC Query,Resolved
TKT10882,CUST101491,2024-09-14,Complaint - Poor Service,Resolved
TKT10883,CUST101492,27 May 2025,Complaint - Hidden Charges,Resolved
TKT10884,CUST101493,21-12-2024,Complaint - Hidden Charges,Resolved
TKT10885,CUST101495,06-01-2024,Complaint - Hidden Charges,Resolved
TKT10886,CUST101496,2025-06-07,Failed transaction ,Pending
TKT10887,CUST101497,28-03-2024,KYC Query,Resolved
TKT10888,CUST101497,24-01-2024,Card Block Request,Pending
TKT10889,CUST101501,2025-01-17,Complaint - Hidden Charges,Resolved
TKT10890,CUST101501,06-08-2024,Account Closure Request,Pending
TKT10891,CUST101501,13 Oct 2024,App Login Issue,Resolved
TKT10892,CUST101502,2024-04-08,Failed Transaction,
TKT10893,CUST101502,24 Dec 2024,Account Closure Request,Pending
TKT10894,CUST101502,25-08-2024,Card Block Request,Resolved
TKT10895,CUST101502,21 May 2024,Complaint - Poor Service,Resolved
TKT10896,CUST101503,23-11-2025,app login issue,Resolved
TKT10897,CUST101503,2025-04-12,Complaint - Hidden Charges,Resolved
TKT10898,CUST101503,2025-11-18,Failed transaction ,Unresolved
TKT10899,CUST101504,20-06-2025,Failed Transaction,Resolved
TKT10900,CUST101504,2024-02-18,Account Closure Request,Resolved
TKT10901,CUST101504,03 Jun 2024,KYC Query,
TKT10902,CUST101505,16-08-2024,Complaint - Poor Service,Resolved
TKT10903,CUST101505,28 Jun 2024,Card Block Request,Resolved
TKT10904,CUST101509,01 Mar 2024,Loan Inquiry,Resolved
TKT10905,CUST101510,17 Jul 2024,app login issue,Resolved
TKT10906,CUST101511,25-01-2024,App Login Issue,Resolved
TKT10907,CUST101511,2025-11-04,App Login Issue,Resolved
TKT10908,CUST101512,04 Mar 2024,Failed transaction ,Resolved
TKT10909,CUST101515,06 Jun 2024,Failed transaction ,
TKT10910,CUST101515,2025-04-16,app login issue,Resolved
TKT10911,CUST101515,14-02-2024,Card Block Request,Resolved
TKT10912,CUST101516,12-03-2025,Complaint - Hidden Charges,Resolved
TKT10913,CUST101517,24 Jan 2025,Card Block Request,Resolved
TKT10914,CUST101517,2024-08-02,Failed transaction ,Resolved
TKT10915,CUST101519,19 Feb 2024,Complaint - Poor Service,Resolved
TKT10916,CUST101520,04 Feb 2024,Complaint - Poor Service,Resolved
TKT10917,CUST101520,31 Aug 2024,Failed Transaction,Resolved
TKT10918,CUST101520,23-04-2025,Account Closure Request,Unresolved
TKT10919,CUST101522,04 Mar 2025,Account Closure Request,Resolved
TKT10920,CUST101522,28-03-2024,Account Closure Request,Resolved
TKT10921,CUST101522,09 Nov 2025,Complaint - Poor Service,Unresolved
TKT10922,CUST101524,08-09-2025,Loan Inquiry,Resolved
TKT10923,CUST101525,04-10-2025,Account Closure Request,Unresolved
TKT10924,CUST101525,26-01-2025,KYC Query,Resolved
TKT10925,CUST101528,06-03-2025,App Login Issue,Pending
TKT10926,CUST101529,21-03-2025,Failed transaction ,Resolved
TKT10927,CUST101530,08 May 2025,Complaint - Hidden Charges,Resolved
TKT10928,CUST101530,18-08-2024,Failed Transaction,Resolved
TKT10929,CUST101530,2024-08-18,App Login Issue,Resolved
TKT10930,CUST101531,2025-03-01,Account Closure Request,Resolved
TKT10931,CUST101532,2025-11-24,Loan Inquiry,Resolved
TKT10932,CUST101536,2025-07-29,Failed Transaction,Pending
TKT10933,CUST101536,20 Nov 2024,Complaint - Poor Service,Pending
TKT10934,CUST101536,04 Mar 2024,app login issue,Pending
TKT10935,CUST101536,2024-01-17,Failed transaction ,Resolved
TKT10936,CUST101539,14-02-2025,KYC Query,Unresolved
TKT10937,CUST101539,26 Dec 2024,Account Closure Request,Resolved
TKT10938,CUST101540,2024-11-27,Failed transaction ,Resolved
TKT10939,CUST101542,2024-08-18,Loan Inquiry,Pending
TKT10940,CUST101542,10 May 2025,Complaint - Hidden Charges,Resolved
TKT10941,CUST101542,11 Jan 2024,Loan Inquiry,Resolved
TKT10942,CUST101544,2025-03-28,app login issue,Resolved
TKT10943,CUST101544,10-12-2024,KYC Query,Resolved
TKT10944,CUST101544,20 Oct 2025,Failed transaction ,
TKT10945,CUST101547,2025-03-10,Failed transaction ,Resolved
TKT10946,CUST101547,2024-07-02,app login issue,Resolved
TKT10947,CUST101549,11 Aug 2025,app login issue,Resolved
TKT10948,CUST101549,30 Apr 2025,App Login Issue,Pending
TKT10949,CUST101549,29-11-2025,Complaint - Hidden Charges,Unresolved
TKT10950,CUST101551,2024-08-30,Complaint - Hidden Charges,Unresolved
TKT10951,CUST101551,06 Oct 2024,KYC Query,Resolved
TKT10952,CUST101552,23 Jun 2024,app login issue,Resolved
TKT10953,CUST101553,19-05-2025,KYC Query,Pending
TKT10954,CUST101553,2025-10-17,Complaint - Poor Service,Resolved
TKT10955,CUST101553,11-02-2024,KYC Query,Unresolved
TKT10956,CUST101554,03 Apr 2025,App Login Issue,Resolved
TKT10957,CUST101555,19-07-2024,app login issue,
TKT10958,CUST101558,17-03-2025,KYC Query,Pending
TKT10959,CUST101558,24-07-2025,Complaint - Hidden Charges,Resolved
TKT10960,CUST101560,19-05-2025,Account Closure Request,
TKT10961,CUST101561,01 Apr 2024,KYC Query,Resolved
TKT10962,CUST101561,07 Sep 2024,Loan Inquiry,Resolved
TKT10963,CUST101562,14-11-2025,Complaint - Hidden Charges,Resolved
TKT10964,CUST101562,2025-04-13,Account Closure Request,Pending
TKT10965,CUST101562,26 Sep 2025,KYC Query,Resolved
TKT10966,CUST101562,2025-10-15,Loan Inquiry,Resolved
TKT10967,CUST101562,26-08-2025,Complaint - Hidden Charges,Unresolved
TKT10968,CUST101564,08-03-2025,Loan Inquiry,Unresolved
TKT10969,CUST101565,2025-02-28,app login issue,Resolved
TKT10970,CUST101567,2024-07-09,app login issue,Resolved
TKT10971,CUST101567,2025-11-17,Failed Transaction,Resolved
TKT10972,CUST101567,19-01-2024,Complaint - Hidden Charges,
TKT10973,CUST101570 ,20 Sep 2025,Failed transaction ,Resolved
TKT10974,CUST101571,2025-01-09,Failed transaction ,Unresolved
